"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SNDE","Sundance Energy Australia Limited","3.0301","4929284.8673","1626773","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snde",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.55","20581829.95","n/a","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","4.33","378492496.46","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","6.19","873316304.75","n/a","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","15.46","1729238505.96","n/a","2015","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/run",
"SUNW","Sunworks, Inc.","0.565","14744736.635","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/sunw",
"SPCB","SuperCom, Ltd.","1.7","25429176.3","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.65","5396504.85","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/scon",
"SGC","Superior Group of Companies, Inc.","17.68","270023227.76","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","37.66","1967999109.58","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","2.36","44635465.88","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/sprt",
"SURF","Surface Oncology, Inc.","5.04","139515888.96","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","12.77","624344710.4","n/a","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","58.24","785207696","n/a","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","10.03","229167285.52","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",
"SIVB","SVB Financial Group","250.81","13189219563.38","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sivb",
"SVMK","SVMK Inc.","13.19","1649790585.48","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/svmk",
"SYKE","Sykes Enterprises, Incorporated","30.33","1297559831.67","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","22.47","14363208753.81","n/a","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","1.73","67470524.19","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","12.79","113459936.52","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","41.14","1415344109.96","n/a","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","8.17","347015447.67","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","6.13","152244379.63","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","54.86","5662973861.48","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh",
"SGYP","Synergy Pharmaceuticals, Inc.","0.3","74411190.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","9.5","241753425.5","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","102.98","15397055935.76","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps",
"SES","Synthesis Energy Systems, Inc.","0.63","6944038.29","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ses",
"THOR","Synthorx, Inc.","23.25","702854916.75","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/thor",
"SYPR","Sypris Solutions, Inc.","1.01","21612163.82","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","6.1","205293084.4","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","98.18","23376658000","n/a","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","3.71","163383777.34","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","57.45","1184331118.05","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","73.5","1357732498.5","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","1.9867","11184817.0349","n/a","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait",
"TLC","Taiwan Liposome Company, Ltd.","5.94","23258367","3915550","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TTWO","Take-Two Interactive Software, Inc.","88.67","10034069042.46","n/a","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","43.65","1307435835.15","29952711","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TNDM","Tandem Diabetes Care, Inc.","49","2811094867","n/a","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","5.6","51263564.8","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","1.69","48508478.98","n/a","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",
"TAOP","Taoping Inc.","1.1","45936179.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",
"TEDU","Tarena International, Inc.","6.49","233169351.69","35927481","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",
"TRNX","Taronis Technologies, Inc.","0.8","7598901.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/trnx",
"TATT","TAT Technologies Ltd.","6.8234","60555600.6864","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TAYD","Taylor Devices, Inc.","12.75","44216018.25","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd",
"CGBD","TCG BDC, Inc.","15","938529765","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/cgbd",
"TCRR","TCR2 Therapeutics Inc.","15.31","355037384.31","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcrr",
"AMTD","TD Ameritrade Holding Corporation","56.66","31750195626.7","n/a","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd",
"PETZ","TDH Holdings, Inc.","0.71","6690862.5","n/a","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"TECD","Tech Data Corporation","106.17","3962026154.52","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.71","5010857.75","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","15.62","434096122.9","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","8.25","309658932","n/a","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","3.9","96796619.4","n/a","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen",
"TNAV","Telenav, Inc.","5.79","263680577.73","n/a","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav",
"TLGT","Teligent, Inc.","1.44","77434878.24","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","10.02","2409921482.52","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tell",
"TENB","Tenable Holdings, Inc.","29.26","2724866760","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",
"TENX","Tenax Therapeutics, Inc.","1.21","3650871.29","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",
"TZAC","Tenzing Acquisition Corp.","10.05","83063883.15","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzac",
"TZACU","Tenzing Acquisition Corp.","10.21","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacu",
"TZACW","Tenzing Acquisition Corp.","0.1501","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacw",
"TER","Teradyne, Inc.","41.29","7401228783.9","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ter",
"TERP","TerraForm Power, Inc.","12.5","2614271500","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/terp",
"TBNK","Territorial Bancorp Inc.","28","270086740","n/a","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk",
"TSLA","Tesla, Inc. ","302.56","51959468404","n/a","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","15","126944415","n/a","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","59.79","3301167333","n/a","1991","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/ttek",
"TTPH","Tetraphase Pharmaceuticals, Inc.","1.14","61133317.38","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","61.87","3105917927.7","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.75","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","25.6","153600000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbip",
"TXN","Texas Instruments Incorporated","107.94","102019522626.42","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","62.76","4490489485.08","n/a","2004","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/txrh",
"TFSL","TFS Financial Corporation","17.27","4837039368.15","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","4.8","397906910.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",
"WTER","The Alkaline Water Company Inc.","3.36","86883088.32","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wter",
"ANDE","The Andersons, Inc.","37.08","1211774400","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","9.13","515352783.44","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tbbk",
"BPRN","The Bank of Princeton","32.14","213758608.26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bprn",
"CG","The Carlyle Group L.P.","18.56","6287164643.2","n/a","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/cg",
"TCGP","The Carlyle Group L.P.","22.43","0","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/tcgp",
"CAKE","The Cheesecake Factory Incorporated","46.38","2102650611.06","n/a","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","32.86","984820706.28","n/a","2011","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","30.07","167717199.13","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcfc",
"DSGX","The Descartes Systems Group Inc.","33.55","2588763158.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","1.16","19095794.72","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","53.54","2821348979.84","n/a","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","11.4","185819452.8","n/a","2013","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/xone",
"FBMS","The First Bancshares, Inc.","32.82","486830481.36","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","23.17","589044885.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/flic",
"GT","The Goodyear Tire & Rubber Company","19.38","4499985534.48","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gt",
"HABT","The Habit Restaurants, Inc.","11.56","301129538.08","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","16.83","496791911.88","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","18.48","1924107884.16","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","5.77","35391212.43","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","31.74","73945090.62","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","10.82","148603968.26","n/a","2014","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/jynt",
"KEYW","The KEYW Holding Corporation","7.38","367951626.72","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw",
"KHC","The Kraft Heinz Company","48.26","58849924027.12","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/khc",
"OLD","The Long-Term Care ETF","28.04","2804028.04","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/old",
"LOVE","The Lovesac Company","30.26","409577209.68","n/a","2018","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/love",
"MSG","The Madison Square Garden Company","295.18","7013036981.8","n/a","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/msg",
"MDCO","The Medicines Company","23.89","1764567384.64","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco",
"MEET","The Meet Group, Inc.","5.85","432557347.95","n/a","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/meet",
"MIK","The Michaels Companies, Inc.","13.69","2158838635.92","n/a","2014","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","118.68","6627881846.16","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd",
"NAVG","The Navigators Group, Inc.","69.87","2080580685.21","n/a","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/navg",
"SLIM","The Obesity ETF","34.521","3452134.521","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slim",
"STKS","The ONE Group Hospitality, Inc.","2.8801","81489267.1502","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/stks",
"ORG","The Organics ETF","26.3311","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/org",
"PRSC","The Providence Service Corporation","74.29","951726738.43","n/a","2003","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/prsc",
"RMR","The RMR Group Inc.","75.99","2373143915.13","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/rmr",
"SMPL","The Simply Good Foods Company","20.67","1692634757.58","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smpl",
